@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric

@data
8565,'2019/06/20 02:00:13:632',35,33,242,0.5,1,0,0.5
8566,'2019/06/20 02:00:13:656',35,34,242,0.5,1,0,0.5
8567,'2019/06/20 02:00:13:665',35,34,242,0.5,1,0,0.5
8568,'2019/06/20 02:00:13:689',35,34,242,0.5,1,0,0.5
8569,'2019/06/20 02:00:13:698',35,34,242,0.5,1,0,0.5
8570,'2019/06/20 02:00:13:722',35,34,242,0.5,1,0,0.5
8571,'2019/06/20 02:00:13:732',35,34,242,0.5,1,0,0.5
8572,'2019/06/20 02:00:13:754',35,34,243,0.5,1,0,0.5
8573,'2019/06/20 02:00:13:766',35,34,243,0.5,1,0,0.5
8574,'2019/06/20 02:00:13:789',35,34,242,0.5,1,0,0.5
8575,'2019/06/20 02:00:13:798',35,34,242,0.5,1,0,0.5
8576,'2019/06/20 02:00:13:822',35,35,243,0.5,1,0,0.5
8577,'2019/06/20 02:00:13:831',35,35,243,0.5,1,0,0.5
8578,'2019/06/20 02:00:13:855',35,35,242,0.5,1,0,0.5
8579,'2019/06/20 02:00:13:865',35,35,242,0.5,1,0,0.5
8580,'2019/06/20 02:00:13:889',35,35,242,0.5,1,0,0.5
8581,'2019/06/20 02:00:13:898',35,35,242,0.5,1,0,0.5
8582,'2019/06/20 02:00:13:922',35,34,240,0.5,1,0,0.5
8583,'2019/06/20 02:00:13:932',35,34,240,0.5,1,0,0.5
8584,'2019/06/20 02:00:13:955',35,34,239,0.5,1,0,0.5
8585,'2019/06/20 02:00:13:966',35,34,239,0.5,1,0,0.5
8586,'2019/06/20 02:00:13:989',35,34,238,0.5,1,0,0.5
8587,'2019/06/20 02:00:13:998',35,34,238,0.5,1,0,0.5
8588,'2019/06/20 02:00:14:023',35,35,239,0.5,1,0,0.5
8589,'2019/06/20 02:00:14:032',35,35,239,0.5,1,0,0.5
8590,'2019/06/20 02:00:14:055',35,35,238,0.5,1,0,0.5
8591,'2019/06/20 02:00:14:065',35,35,238,0.5,1,0,0.5
8592,'2019/06/20 02:00:14:090',35,35,239,0.5,1,0,0.5
8593,'2019/06/20 02:00:14:098',35,35,239,0.5,1,0,0.5
8594,'2019/06/20 02:00:14:122',35,34,238,0.5,1,0,0.5
8595,'2019/06/20 02:00:14:132',35,34,238,0.5,1,0,0.5
8596,'2019/06/20 02:00:14:155',35,34,238,0.5,1,0,0.5
8597,'2019/06/20 02:00:14:166',35,34,238,0.5,1,0,0.5
8598,'2019/06/20 02:00:14:189',35,34,238,0.5,1,0,0.5
8599,'2019/06/20 02:00:14:199',35,34,238,0.5,1,0,0.5
8600,'2019/06/20 02:00:14:221',35,32,237,0.5,1,0,0.5
8601,'2019/06/20 02:00:14:232',35,32,237,0.5,1,0,0.5
8602,'2019/06/20 02:00:14:255',35,32,237,0.5,1,0,0.5
8603,'2019/06/20 02:00:14:265',35,32,237,0.5,1,0,0.5
8604,'2019/06/20 02:00:14:290',35,32,238,0.5,1,0,0.5
8605,'2019/06/20 02:00:14:298',35,32,238,0.5,1,0,0.5
8606,'2019/06/20 02:00:14:321',35,32,238,0.5,1,0,0.5
8607,'2019/06/20 02:00:14:331',35,32,238,0.5,1,0,0.5
8608,'2019/06/20 02:00:14:354',35,32,237,0.5,1,0,0.5
8609,'2019/06/20 02:00:14:366',35,32,237,0.5,1,0,0.5
8610,'2019/06/20 02:00:14:389',35,32,237,0.5,1,0,0.5
8611,'2019/06/20 02:00:14:398',35,32,237,0.5,1,0,0.5
8612,'2019/06/20 02:00:14:422',35,32,237,0.5,1,0,0.5
8613,'2019/06/20 02:00:14:432',35,32,237,0.5,1,0,0.5
8614,'2019/06/20 02:00:14:456',35,31,236,0.5,1,0,0.5
8615,'2019/06/20 02:00:14:466',35,31,236,0.5,1,0,0.5
8616,'2019/06/20 02:00:14:488',35,31,236,0.5,1,0,0.5
8617,'2019/06/20 02:00:14:499',35,31,236,0.5,1,0,0.5
8618,'2019/06/20 02:00:14:522',35,31,236,0.5,1,0,0.5
8619,'2019/06/20 02:00:14:532',35,31,236,0.5,1,0,0.5
8620,'2019/06/20 02:00:14:556',35,31,236,0.5,1,0,0.5
8621,'2019/06/20 02:00:14:566',35,31,236,0.5,1,0,0.5
8622,'2019/06/20 02:00:14:589',35,30,235,0.5,1,0,0.5
8623,'2019/06/20 02:00:14:598',35,30,235,0.5,1,0,0.5
8624,'2019/06/20 02:00:14:622',35,30,233,0.5,1,0,0.5
8625,'2019/06/20 02:00:14:632',35,30,233,0.5,1,0,0.5
8626,'2019/06/20 02:00:14:655',35,30,233,0.5,1,0,0.5
8627,'2019/06/20 02:00:14:665',35,30,233,0.5,1,0,0.5
8628,'2019/06/20 02:00:14:690',35,29,231,0.5,1,0,0.5
8629,'2019/06/20 02:00:14:699',35,29,231,0.5,1,0,0.5
8630,'2019/06/20 02:00:14:722',35,30,231,0.5,1,0,0.5
8631,'2019/06/20 02:00:14:732',35,30,231,0.5,1,0,0.5
8632,'2019/06/20 02:00:14:755',35,30,231,0.5,1,0,0.5
8633,'2019/06/20 02:00:14:766',35,30,231,0.5,1,0,0.5
8634,'2019/06/20 02:00:14:781',35,30,231,0.5,1,0,0.5
8635,'2019/06/20 02:00:14:807',35,30,231,0.5,1,0,0.5
8636,'2019/06/20 02:00:14:821',35,30,231,0.5,1,0,0.5
8637,'2019/06/20 02:00:14:832',35,30,231,0.5,1,0,0.5
8638,'2019/06/20 02:00:14:856',35,30,231,0.5,1,0,0.5
8639,'2019/06/20 02:00:14:866',35,30,231,0.5,1,0,0.5
8640,'2019/06/20 02:00:14:891',35,30,230,0.5,1,0,0.5
8641,'2019/06/20 02:00:14:898',35,30,230,0.5,1,0,0.5
8642,'2019/06/20 02:00:14:922',35,30,230,0.5,1,0,0.5
8643,'2019/06/20 02:00:14:932',35,30,230,0.5,1,0,0.5
8644,'2019/06/20 02:00:14:955',35,29,230,0.5,1,0,0.5
8645,'2019/06/20 02:00:14:965',35,29,230,0.5,1,0,0.5
8646,'2019/06/20 02:00:14:989',35,29,230,0.5,1,0,0.5
8647,'2019/06/20 02:00:14:999',35,29,230,0.5,1,0,0.5
8648,'2019/06/20 02:00:15:022',35,29,231,0.5,1,0,0.5
8649,'2019/06/20 02:00:15:032',35,29,231,0.5,1,0,0.5
8650,'2019/06/20 02:00:15:056',35,29,231,0.5,1,0,0.5
8651,'2019/06/20 02:00:15:066',35,29,231,0.5,1,0,0.5
8652,'2019/06/20 02:00:15:089',35,29,231,0.5,1,0,0.5
8653,'2019/06/20 02:00:15:099',35,29,231,0.5,1,0,0.5
8654,'2019/06/20 02:00:15:122',35,30,231,0.5,1,0,0.5
8655,'2019/06/20 02:00:15:132',35,30,231,0.5,1,0,0.5
8656,'2019/06/20 02:00:15:155',35,30,231,0.5,1,0,0.5
8657,'2019/06/20 02:00:15:165',35,30,231,0.5,1,0,0.5
8658,'2019/06/20 02:00:15:181',35,30,231,0.5,1,0,0.5
8659,'2019/06/20 02:00:15:206',35,30,231,0.5,1,0,0.5
8660,'2019/06/20 02:00:15:221',35,30,231,0.5,1,0,0.5
8661,'2019/06/20 02:00:15:232',35,30,231,0.5,1,0,0.5
8662,'2019/06/20 02:00:15:256',35,31,232,0.5,1,0,0.5
8663,'2019/06/20 02:00:15:265',35,31,232,0.5,1,0,0.5
8664,'2019/06/20 02:00:15:289',35,32,232,0.5,1,0,0.5
8665,'2019/06/20 02:00:15:299',35,32,232,0.5,1,0,0.5
8666,'2019/06/20 02:00:15:323',35,33,233,0.5,1,0,0.5
8667,'2019/06/20 02:00:15:332',35,33,233,0.5,1,0,0.5
8668,'2019/06/20 02:00:15:356',35,33,232,0.5,1,0,0.5
8669,'2019/06/20 02:00:35:658',36,144,238,0.5,0.5,0,0.5
8670,'2019/06/20 02:00:35:666',36,144,238,0.5,0.5,0,0.5
8671,'2019/06/20 02:00:35:689',36,142,239,0.5,0.5,0,0.5
8672,'2019/06/20 02:00:35:700',36,142,239,0.5,0.5,0,0.5
8673,'2019/06/20 02:00:35:715',36,142,239,0.5,0.5,0,0.5
8674,'2019/06/20 02:00:35:740',36,148,238,0.5,0.5,0,0.5
8675,'2019/06/20 02:00:35:749',36,148,238,0.5,0.5,0,0.5
8676,'2019/06/20 02:00:35:773',36,149,239,0.5,0.5,0,0.5
8677,'2019/06/20 02:00:35:782',36,149,239,0.5,0.5,0,0.5
8678,'2019/06/20 02:00:35:800',36,149,239,0.5,0.5,0,0.5
8679,'2019/06/20 02:00:35:821',36,146,240,0.5,0.5,0,0.5
8680,'2019/06/20 02:00:35:833',36,146,240,0.5,0.5,0,0.5
8681,'2019/06/20 02:00:35:856',36,148,241,0.5,0.5,0,0.5
8682,'2019/06/20 02:00:35:865',36,148,241,0.5,0.5,0,0.5
8683,'2019/06/20 02:00:35:889',36,145,242,0.5,0.5,0,0.5
8684,'2019/06/20 02:00:35:899',36,145,242,0.5,0.5,0,0.5
8685,'2019/06/20 02:00:35:923',36,150,242,0.5,0.5,0,0.5
8686,'2019/06/20 02:00:35:932',36,150,242,0.5,0.5,0,0.5
8687,'2019/06/20 02:00:35:956',36,150,242,0.5,0.5,0,0.5
8688,'2019/06/20 02:00:35:966',36,150,242,0.5,0.5,0,0.5
8689,'2019/06/20 02:00:35:990',36,143,243,0.5,0.5,0,0.5
8690,'2019/06/20 02:00:35:998',36,143,243,0.5,0.5,0,0.5
8691,'2019/06/20 02:00:36:025',36,145,243,0.5,0.5,0,0.5
8692,'2019/06/20 02:00:36:032',36,145,243,0.5,0.5,0,0.5
8693,'2019/06/20 02:00:36:056',36,144,244,0.5,0.5,0,0.5
8694,'2019/06/20 02:00:36:066',36,144,244,0.5,0.5,0,0.5
8695,'2019/06/20 02:00:36:090',36,144,245,0.5,0.5,0,0.5
8696,'2019/06/20 02:00:36:099',36,144,245,0.5,0.5,0,0.5
8697,'2019/06/20 02:00:36:115',36,144,245,0.5,0.5,0,0.5
8698,'2019/06/20 02:00:36:140',36,145,247,0.5,0.5,0,0.5
8699,'2019/06/20 02:00:36:149',36,145,247,0.5,0.5,0,0.5
8700,'2019/06/20 02:00:36:173',36,150,247,0.5,0.5,0,0.5
8701,'2019/06/20 02:00:36:182',36,150,247,0.5,0.5,0,0.5
8702,'2019/06/20 02:00:36:199',36,150,247,0.5,0.5,0,0.5
8703,'2019/06/20 02:00:36:222',36,152,247,0.5,0.5,0,0.5
8704,'2019/06/20 02:00:36:232',36,152,247,0.5,0.5,0,0.5
8705,'2019/06/20 02:00:36:256',36,148,246,0.5,0.5,0,0.5
8706,'2019/06/20 02:00:36:266',36,148,246,0.5,0.5,0,0.5
8707,'2019/06/20 02:00:36:289',36,150,245,0.5,0.5,0,0.5
8708,'2019/06/20 02:00:36:299',36,150,245,0.5,0.5,0,0.5
8709,'2019/06/20 02:00:36:322',36,150,244,0.5,0.5,0,0.5
8710,'2019/06/20 02:00:36:332',36,150,244,0.5,0.5,0,0.5
8711,'2019/06/20 02:00:36:356',36,145,245,0.5,0.5,0,0.5
8712,'2019/06/20 02:00:36:366',36,145,245,0.5,0.5,0,0.5
8713,'2019/06/20 02:00:36:389',36,149,244,0.5,0.5,0,0.5
8714,'2019/06/20 02:00:36:399',36,149,244,0.5,0.5,0,0.5
8715,'2019/06/20 02:00:36:422',36,146,246,0.5,0.5,0,0.5
8716,'2019/06/20 02:00:36:432',36,146,246,0.5,0.5,0,0.5
8717,'2019/06/20 02:00:36:456',36,151,245,0.5,0.5,0,0.5
8718,'2019/06/20 02:00:36:465',36,151,245,0.5,0.5,0,0.5
8719,'2019/06/20 02:00:36:490',36,148,245,0.5,0.5,0,0.5
8720,'2019/06/20 02:00:36:499',36,148,245,0.5,0.5,0,0.5
8721,'2019/06/20 02:00:36:515',36,148,245,0.5,0.5,0,0.5
8722,'2019/06/20 02:00:36:540',36,149,243,0.5,0.5,0,0.5
8723,'2019/06/20 02:00:36:549',36,149,243,0.5,0.5,0,0.5
8724,'2019/06/20 02:00:36:565',36,149,243,0.5,0.5,0,0.5
8725,'2019/06/20 02:00:36:589',36,145,244,0.5,0.5,0,0.5
8726,'2019/06/20 02:00:36:599',36,145,244,0.5,0.5,0,0.5
8727,'2019/06/20 02:00:36:623',36,145,244,0.5,0.5,0,0.5
8728,'2019/06/20 02:00:36:632',36,145,244,0.5,0.5,0,0.5
8729,'2019/06/20 02:00:36:656',36,149,243,0.5,0.5,0,0.5
8730,'2019/06/20 02:00:36:666',36,149,243,0.5,0.5,0,0.5
8731,'2019/06/20 02:00:36:689',36,145,244,0.5,0.5,0,0.5
8732,'2019/06/20 02:00:36:699',36,145,244,0.5,0.5,0,0.5
8733,'2019/06/20 02:00:36:723',36,144,244,0.5,0.5,0,0.5
8734,'2019/06/20 02:00:36:733',36,144,244,0.5,0.5,0,0.5
8735,'2019/06/20 02:00:36:756',36,143,244,0.5,0.5,0,0.5
8736,'2019/06/20 02:00:36:766',36,143,244,0.5,0.5,0,0.5
8737,'2019/06/20 02:00:36:789',36,146,243,0.5,0.5,0,0.5
8738,'2019/06/20 02:00:36:799',36,146,243,0.5,0.5,0,0.5
8739,'2019/06/20 02:00:36:822',36,150,242,0.5,0.5,0,0.5
8740,'2019/06/20 02:00:36:833',36,150,242,0.5,0.5,0,0.5
8741,'2019/06/20 02:00:36:856',36,148,242,0.5,0.5,0,0.5
8742,'2019/06/20 02:00:36:865',36,148,242,0.5,0.5,0,0.5
8743,'2019/06/20 02:00:36:889',36,149,242,0.5,0.5,0,0.5
8744,'2019/06/20 02:00:36:899',36,149,242,0.5,0.5,0,0.5
8745,'2019/06/20 02:00:36:915',36,149,242,0.5,0.5,0,0.5
8746,'2019/06/20 02:00:36:940',36,144,242,0.5,0.5,0,0.5
8747,'2019/06/20 02:00:36:949',36,144,242,0.5,0.5,0,0.5
8748,'2019/06/20 02:00:36:965',36,144,242,0.5,0.5,0,0.5
8749,'2019/06/20 02:00:36:989',36,146,240,0.5,0.5,0,0.5
8750,'2019/06/20 02:00:36:999',36,146,240,0.5,0.5,0,0.5
8751,'2019/06/20 02:00:37:024',36,145,239,0.5,0.5,0,0.5
8752,'2019/06/20 02:00:37:032',36,145,239,0.5,0.5,0,0.5
8753,'2019/06/20 02:00:37:056',36,142,239,0.5,0.5,0,0.5
8754,'2019/06/20 02:00:37:066',36,142,239,0.5,0.5,0,0.5
8755,'2019/06/20 02:00:37:089',36,143,239,0.5,0.5,0,0.5
8756,'2019/06/20 02:00:37:099',36,143,239,0.5,0.5,0,0.5
8757,'2019/06/20 02:00:37:123',36,141,240,0.5,0.5,0,0.5
8758,'2019/06/20 02:00:37:133',36,141,240,0.5,0.5,0,0.5
8759,'2019/06/20 02:00:37:156',36,143,240,0.5,0.5,0,0.5
8760,'2019/06/20 02:00:37:166',36,143,240,0.5,0.5,0,0.5
8761,'2019/06/20 02:00:37:190',36,148,240,0.5,0.5,0,0.5
8762,'2019/06/20 02:00:37:199',36,148,240,0.5,0.5,0,0.5
8763,'2019/06/20 02:00:37:224',36,148,240,0.5,0.5,0,0.5
8764,'2019/06/20 02:00:37:232',36,148,240,0.5,0.5,0,0.5
8765,'2019/06/20 02:00:37:256',36,144,240,0.5,0.5,0,0.5
8766,'2019/06/20 02:00:37:266',36,144,240,0.5,0.5,0,0.5
8767,'2019/06/20 02:00:37:289',36,142,239,0.5,0.5,0,0.5
8768,'2019/06/20 02:00:37:299',36,142,239,0.5,0.5,0,0.5
8769,'2019/06/20 02:00:37:315',36,142,239,0.5,0.5,0,0.5
8770,'2019/06/20 02:00:37:339',36,144,239,0.5,0.5,0,0.5
8771,'2019/06/20 02:00:37:349',36,144,239,0.5,0.5,0,0.5
8772,'2019/06/20 02:00:37:366',36,144,239,0.5,0.5,0,0.5
8773,'2019/06/20 02:00:37:390',36,139,240,0.5,0.5,0,0.5
8774,'2019/06/20 02:00:37:399',36,139,240,0.5,0.5,0,0.5
8775,'2019/06/20 02:00:37:422',36,141,240,0.5,0.5,0,0.5
8776,'2019/06/20 02:00:37:432',36,141,240,0.5,0.5,0,0.5
8777,'2019/06/20 02:00:37:456',36,144,239,0.5,0.5,0,0.5
8778,'2019/06/20 02:00:37:466',36,144,239,0.5,0.5,0,0.5
8779,'2019/06/20 02:00:37:489',36,141,239,0.5,0.5,0,0.5
8780,'2019/06/20 02:00:37:499',36,141,239,0.5,0.5,0,0.5
8781,'2019/06/20 02:00:37:522',36,142,239,0.5,0.5,0,0.5
8782,'2019/06/20 02:00:37:532',36,142,239,0.5,0.5,0,0.5
8783,'2019/06/20 02:00:37:556',36,146,239,0.5,0.5,0,0.5
8784,'2019/06/20 02:00:37:566',36,146,239,0.5,0.5,0,0.5
8785,'2019/06/20 02:00:37:589',36,140,240,0.5,0.5,0,0.5
8786,'2019/06/20 02:00:37:599',36,140,240,0.5,0.5,0,0.5
8787,'2019/06/20 02:00:37:623',36,145,241,0.5,0.5,0,0.5
8788,'2019/06/20 02:00:37:633',36,145,241,0.5,0.5,0,0.5
8789,'2019/06/20 02:00:37:656',36,144,240,0.5,0.5,0,0.5
8790,'2019/06/20 02:00:37:666',36,144,240,0.5,0.5,0,0.5
8791,'2019/06/20 02:00:37:689',36,141,240,0.5,0.5,0,0.5
8792,'2019/06/20 02:00:37:699',36,141,240,0.5,0.5,0,0.5
8793,'2019/06/20 02:00:37:716',36,141,240,0.5,0.5,0,0.5
8794,'2019/06/20 02:00:37:732',36,141,240,0.5,0.5,0,0.5
8795,'2019/06/20 02:00:37:756',36,141,239,0.5,0.5,0,0.5
8796,'2019/06/20 02:00:37:766',36,141,239,0.5,0.5,0,0.5
8797,'2019/06/20 02:00:37:789',36,144,239,0.5,0.5,0,0.5
8798,'2019/06/20 02:00:37:799',36,144,239,0.5,0.5,0,0.5
8799,'2019/06/20 02:00:37:822',36,144,240,0.5,0.5,0,0.5
8800,'2019/06/20 02:00:37:833',36,144,240,0.5,0.5,0,0.5
8801,'2019/06/20 02:00:37:856',36,142,242,0.5,0.5,0,0.5
8802,'2019/06/20 02:00:37:866',36,142,242,0.5,0.5,0,0.5
8803,'2019/06/20 02:00:37:889',36,147,242,0.5,0.5,0,0.5
8804,'2019/06/20 02:00:37:899',36,147,242,0.5,0.5,0,0.5
8805,'2019/06/20 02:00:37:923',36,147,243,0.5,0.5,0,0.5
8806,'2019/06/20 02:00:37:933',36,147,243,0.5,0.5,0,0.5
8807,'2019/06/20 02:00:37:956',36,143,244,0.5,0.5,0,0.5
8808,'2019/06/20 02:00:37:965',36,143,244,0.5,0.5,0,0.5
8809,'2019/06/20 02:00:37:990',36,144,244,0.5,0.5,0,0.5
8810,'2019/06/20 02:00:37:999',36,144,244,0.5,0.5,0,0.5
8811,'2019/06/20 02:00:38:024',36,143,244,0.5,0.5,0,0.5
8812,'2019/06/20 02:00:38:032',36,143,244,0.5,0.5,0,0.5
8813,'2019/06/20 02:00:38:056',36,143,244,0.5,0.5,0,0.5
8814,'2019/06/20 02:00:38:065',36,143,244,0.5,0.5,0,0.5
8815,'2019/06/20 02:00:38:089',36,148,243,0.5,0.5,0,0.5
8816,'2019/06/20 02:00:38:099',36,148,243,0.5,0.5,0,0.5
8817,'2019/06/20 02:00:38:116',36,148,243,0.5,0.5,0,0.5
8818,'2019/06/20 02:00:38:132',36,148,243,0.5,0.5,0,0.5
8819,'2019/06/20 02:00:38:156',36,146,245,0.5,0.5,0,0.5
8820,'2019/06/20 02:00:38:166',36,146,245,0.5,0.5,0,0.5
8821,'2019/06/20 02:00:38:189',36,147,245,0.5,0.5,0,0.5
8822,'2019/06/20 02:00:38:199',36,147,245,0.5,0.5,0,0.5
8823,'2019/06/20 02:00:38:222',36,147,245,0.5,0.5,0,0.5
8824,'2019/06/20 02:00:38:233',36,147,245,0.5,0.5,0,0.5
8825,'2019/06/20 02:00:38:256',36,147,245,0.5,0.5,0,0.5
8826,'2019/06/20 02:00:38:266',36,147,245,0.5,0.5,0,0.5
8827,'2019/06/20 02:00:38:289',36,149,245,0.5,0.5,0,0.5
8828,'2019/06/20 02:00:38:299',36,149,245,0.5,0.5,0,0.5
8829,'2019/06/20 02:00:38:322',36,152,245,0.5,0.5,0,0.5
8830,'2019/06/20 02:00:38:333',36,152,245,0.5,0.5,0,0.5
8831,'2019/06/20 02:00:38:356',36,151,246,0.5,0.5,0,0.5
8832,'2019/06/20 02:00:38:366',36,151,246,0.5,0.5,0,0.5
8833,'2019/06/20 02:00:38:389',36,150,247,0.5,0.5,0,0.5
8834,'2019/06/20 02:00:38:399',36,150,247,0.5,0.5,0,0.5
8835,'2019/06/20 02:00:38:422',36,154,247,0.5,0.5,0,0.5
8836,'2019/06/20 02:00:38:433',36,154,247,0.5,0.5,0,0.5
8837,'2019/06/20 02:00:38:457',36,152,246,0.5,0.5,0,0.5
8838,'2019/06/20 02:00:38:466',36,152,246,0.5,0.5,0,0.5
8839,'2019/06/20 02:00:38:489',36,150,246,0.5,0.5,0,0.5
8840,'2019/06/20 02:00:38:499',36,150,246,0.5,0.5,0,0.5
8841,'2019/06/20 02:00:38:516',36,150,246,0.5,0.5,0,0.5
8842,'2019/06/20 02:00:38:532',36,150,246,0.5,0.5,0,0.5
8843,'2019/06/20 02:00:38:556',36,151,245,0.5,0.5,0,0.5
8844,'2019/06/20 02:00:38:566',36,151,245,0.5,0.5,0,0.5
8845,'2019/06/20 02:00:38:589',36,147,246,0.5,0.5,0,0.5
8846,'2019/06/20 02:00:38:599',36,147,246,0.5,0.5,0,0.5
8847,'2019/06/20 02:00:38:622',36,150,246,0.5,0.5,0,0.5
8848,'2019/06/20 02:00:38:632',36,150,246,0.5,0.5,0,0.5
8849,'2019/06/20 02:00:38:656',36,151,246,0.5,0.5,0,0.5
8850,'2019/06/20 02:00:38:666',36,151,246,0.5,0.5,0,0.5
8851,'2019/06/20 02:00:38:689',36,151,245,0.5,0.5,0,0.5
8852,'2019/06/20 02:00:38:699',36,151,245,0.5,0.5,0,0.5
8853,'2019/06/20 02:00:38:722',36,152,245,0.5,0.5,0,0.5
8854,'2019/06/20 02:00:38:733',36,152,245,0.5,0.5,0,0.5
8855,'2019/06/20 02:00:38:755',36,146,245,0.5,0.5,0,0.5
8856,'2019/06/20 02:00:38:766',36,146,245,0.5,0.5,0,0.5
8857,'2019/06/20 02:00:38:789',36,145,245,0.5,0.5,0,0.5
8858,'2019/06/20 02:00:38:800',36,145,245,0.5,0.5,0,0.5
8859,'2019/06/20 02:00:38:823',36,145,245,0.5,0.5,0,0.5
8860,'2019/06/20 02:00:38:833',36,145,245,0.5,0.5,0,0.5
8861,'2019/06/20 02:00:38:856',36,155,244,0.5,0.5,0,0.5
8862,'2019/06/20 02:00:38:866',36,155,244,0.5,0.5,0,0.5
8863,'2019/06/20 02:00:38:889',36,153,244,0.5,0.5,0,0.5
8864,'2019/06/20 02:00:38:899',36,153,244,0.5,0.5,0,0.5
8865,'2019/06/20 02:00:38:923',36,146,245,0.5,0.5,0,0.5
8866,'2019/06/20 02:00:38:932',36,146,245,0.5,0.5,0,0.5
8867,'2019/06/20 02:00:38:956',36,147,244,0.5,0.5,0,0.5
8868,'2019/06/20 02:00:38:966',36,147,244,0.5,0.5,0,0.5
8869,'2019/06/20 02:00:38:990',36,145,244,0.5,0.5,0,0.5
8870,'2019/06/20 02:00:38:999',36,145,244,0.5,0.5,0,0.5
8871,'2019/06/20 02:00:39:024',36,144,244,0.5,0.5,0,0.5
8872,'2019/06/20 02:00:39:033',36,144,244,0.5,0.5,0,0.5
8873,'2019/06/20 02:00:39:056',36,145,244,0.5,0.5,0,0.5
8874,'2019/06/20 02:00:39:066',36,145,244,0.5,0.5,0,0.5
8875,'2019/06/20 02:00:39:089',36,150,242,0.5,0.5,0,0.5
8876,'2019/06/20 02:00:39:099',36,150,242,0.5,0.5,0,0.5
8877,'2019/06/20 02:00:39:123',36,143,244,0.5,0.5,0,0.5
8878,'2019/06/20 02:00:39:133',36,143,244,0.5,0.5,0,0.5
8879,'2019/06/20 02:00:39:156',36,148,242,0.5,0.5,0,0.5
8880,'2019/06/20 02:00:39:166',36,148,242,0.5,0.5,0,0.5
8881,'2019/06/20 02:00:39:190',36,148,241,0.5,0.5,0,0.5
8882,'2019/06/20 02:00:39:199',36,148,241,0.5,0.5,0,0.5
8883,'2019/06/20 02:00:39:223',36,148,241,0.5,0.5,0,0.5
8884,'2019/06/20 02:00:39:232',36,148,241,0.5,0.5,0,0.5
8885,'2019/06/20 02:00:39:256',36,147,241,0.5,0.5,0,0.5
8886,'2019/06/20 02:00:39:266',36,147,241,0.5,0.5,0,0.5
8887,'2019/06/20 02:00:39:289',36,147,241,0.5,0.5,0,0.5
8888,'2019/06/20 02:00:39:299',36,147,241,0.5,0.5,0,0.5
8889,'2019/06/20 02:00:39:323',36,148,241,0.5,0.5,0,0.5
8890,'2019/06/20 02:00:39:332',36,148,241,0.5,0.5,0,0.5
8891,'2019/06/20 02:00:39:356',36,148,241,0.5,0.5,0,0.5
8892,'2019/06/20 02:00:39:366',36,148,241,0.5,0.5,0,0.5
8893,'2019/06/20 02:00:39:389',36,144,242,0.5,0.5,0,0.5
8894,'2019/06/20 02:00:39:399',36,144,242,0.5,0.5,0,0.5
8895,'2019/06/20 02:00:39:423',36,145,242,0.5,0.5,0,0.5
8896,'2019/06/20 02:00:39:433',36,145,242,0.5,0.5,0,0.5
8897,'2019/06/20 02:00:39:456',36,142,241,0.5,0.5,0,0.5
8898,'2019/06/20 02:00:39:466',36,142,241,0.5,0.5,0,0.5
8899,'2019/06/20 02:00:39:489',36,145,241,0.5,0.5,0,0.5
8900,'2019/06/20 02:00:39:499',36,145,241,0.5,0.5,0,0.5
8901,'2019/06/20 02:00:39:523',36,148,240,0.5,0.5,0,0.5
8902,'2019/06/20 02:00:39:533',36,148,240,0.5,0.5,0,0.5
8903,'2019/06/20 02:00:39:556',36,143,241,0.5,0.5,0,0.5
8904,'2019/06/20 02:00:39:566',36,143,241,0.5,0.5,0,0.5
8905,'2019/06/20 02:00:39:589',36,143,241,0.5,0.5,0,0.5
8906,'2019/06/20 02:00:39:600',36,143,241,0.5,0.5,0,0.5
8907,'2019/06/20 02:00:39:623',36,148,240,0.5,0.5,0,0.5
8908,'2019/06/20 02:00:39:633',36,148,240,0.5,0.5,0,0.5
8909,'2019/06/20 02:00:39:656',36,146,240,0.5,0.5,0,0.5
8910,'2019/06/20 02:00:39:666',36,146,240,0.5,0.5,0,0.5
8911,'2019/06/20 02:00:39:689',36,143,240,0.5,0.5,0,0.5
8912,'2019/06/20 02:00:39:699',36,143,240,0.5,0.5,0,0.5
8913,'2019/06/20 02:00:39:723',36,148,239,0.5,0.5,0,0.5
8914,'2019/06/20 02:00:39:732',36,148,239,0.5,0.5,0,0.5
8915,'2019/06/20 02:00:39:757',36,144,239,0.5,0.5,0,0.5
8916,'2019/06/20 02:00:39:766',36,144,239,0.5,0.5,0,0.5
8917,'2019/06/20 02:00:39:791',36,143,239,0.5,0.5,0,0.5
8918,'2019/06/20 02:00:39:799',36,143,239,0.5,0.5,0,0.5
8919,'2019/06/20 02:00:39:823',36,143,239,0.5,0.5,0,0.5
8920,'2019/06/20 02:00:39:832',36,143,239,0.5,0.5,0,0.5
8921,'2019/06/20 02:00:39:857',36,146,239,0.5,0.5,0,0.5
8922,'2019/06/20 02:00:39:866',36,146,239,0.5,0.5,0,0.5
8923,'2019/06/20 02:00:39:889',36,146,239,0.5,0.5,0,0.5
8924,'2019/06/20 02:00:39:899',36,146,239,0.5,0.5,0,0.5
