@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric

@data
10907,'2019/06/20 02:04:36:282',44,382,352,0.25,0,0.5,0.5
10908,'2019/06/20 02:04:36:304',44,382,353,0.25,0,0.5,0.5
10909,'2019/06/20 02:04:36:315',44,382,353,0.25,0,0.5,0.5
10910,'2019/06/20 02:04:36:339',44,381,354,0.25,0,0.5,0.5
10911,'2019/06/20 02:04:36:349',44,381,354,0.25,0,0.5,0.5
10912,'2019/06/20 02:04:36:371',44,379,355,0.25,0,0.5,0.5
10913,'2019/06/20 02:04:36:382',44,379,355,0.25,0,0.5,0.5
10914,'2019/06/20 02:04:36:407',44,379,355,0.25,0,0.5,0.5
10915,'2019/06/20 02:04:36:415',44,379,355,0.25,0,0.5,0.5
10916,'2019/06/20 02:04:36:439',44,377,355,0.25,0,0.5,0.5
10917,'2019/06/20 02:04:36:454',44,379,355,0.25,0,0.5,0.5
10918,'2019/06/20 02:04:36:465',44,379,355,0.25,0,0.5,0.5
10919,'2019/06/20 02:04:36:489',44,379,355,0.25,0,0.5,0.5
10920,'2019/06/20 02:04:36:499',44,379,355,0.25,0,0.5,0.5
10921,'2019/06/20 02:04:36:522',44,379,356,0.25,0,0.5,0.5
10922,'2019/06/20 02:04:36:532',44,379,356,0.25,0,0.5,0.5
10923,'2019/06/20 02:04:36:554',44,381,356,0.25,0,0.5,0.5
10924,'2019/06/20 02:04:36:565',44,381,356,0.25,0,0.5,0.5
10925,'2019/06/20 02:04:36:582',44,381,356,0.25,0,0.5,0.5
10926,'2019/06/20 02:04:36:607',44,382,356,0.25,0,0.5,0.5
10927,'2019/06/20 02:04:36:615',44,382,356,0.25,0,0.5,0.5
10928,'2019/06/20 02:04:36:639',44,380,357,0.25,0,0.5,0.5
10929,'2019/06/20 02:04:36:649',44,380,357,0.25,0,0.5,0.5
10930,'2019/06/20 02:04:36:672',44,381,356,0.25,0,0.5,0.5
10931,'2019/06/20 02:04:36:682',44,381,356,0.25,0,0.5,0.5
10932,'2019/06/20 02:04:36:707',44,379,356,0.25,0,0.5,0.5
10933,'2019/06/20 02:04:36:715',44,379,356,0.25,0,0.5,0.5
10934,'2019/06/20 02:04:36:739',44,382,356,0.25,0,0.5,0.5
10935,'2019/06/20 02:04:36:749',44,382,356,0.25,0,0.5,0.5
10936,'2019/06/20 02:04:36:771',44,378,358,0.25,0,0.5,0.5
10937,'2019/06/20 02:04:36:781',44,378,358,0.25,0,0.5,0.5
10938,'2019/06/20 02:04:36:804',44,380,359,0.25,0,0.5,0.5
10939,'2019/06/20 02:04:36:815',44,380,359,0.25,0,0.5,0.5
10940,'2019/06/20 02:04:36:840',44,383,359,0.25,0,0.5,0.5
10941,'2019/06/20 02:04:36:854',44,379,360,0.25,0,0.5,0.5
10942,'2019/06/20 02:04:36:865',44,379,360,0.25,0,0.5,0.5
10943,'2019/06/20 02:04:36:889',44,380,360,0.25,0,0.5,0.5
10944,'2019/06/20 02:04:36:898',44,380,360,0.25,0,0.5,0.5
10945,'2019/06/20 02:04:36:922',44,382,360,0.25,0,0.5,0.5
10946,'2019/06/20 02:04:36:932',44,382,360,0.25,0,0.5,0.5
10947,'2019/06/20 02:04:36:955',44,380,361,0.25,0,0.5,0.5
10948,'2019/06/20 02:04:36:965',44,380,361,0.25,0,0.5,0.5
10949,'2019/06/20 02:04:36:981',44,380,361,0.25,0,0.5,0.5
10950,'2019/06/20 02:04:37:004',44,381,361,0.25,0,0.5,0.5
10951,'2019/06/20 02:04:37:015',44,381,361,0.25,0,0.5,0.5
10952,'2019/06/20 02:04:37:039',44,380,361,0.25,0,0.5,0.5
10953,'2019/06/20 02:04:37:049',44,380,361,0.25,0,0.5,0.5
10954,'2019/06/20 02:04:37:071',44,382,361,0.25,0,0.5,0.5
10955,'2019/06/20 02:04:37:082',44,382,361,0.25,0,0.5,0.5
10956,'2019/06/20 02:04:37:104',44,383,361,0.25,0,0.5,0.5
10957,'2019/06/20 02:04:37:115',44,383,361,0.25,0,0.5,0.5
10958,'2019/06/20 02:04:37:139',44,386,361,0.25,0,0.5,0.5
10959,'2019/06/20 02:04:37:149',44,386,361,0.25,0,0.5,0.5
10960,'2019/06/20 02:04:37:171',44,381,362,0.25,0,0.5,0.5
10961,'2019/06/20 02:04:37:182',44,381,362,0.25,0,0.5,0.5
10962,'2019/06/20 02:04:37:207',44,381,362,0.25,0,0.5,0.5
10963,'2019/06/20 02:04:37:215',44,381,362,0.25,0,0.5,0.5
10964,'2019/06/20 02:04:37:239',44,386,362,0.25,0,0.5,0.5
10965,'2019/06/20 02:04:37:256',44,382,362,0.25,0,0.5,0.5
10966,'2019/06/20 02:04:37:266',44,382,362,0.25,0,0.5,0.5
10967,'2019/06/20 02:04:37:289',44,381,362,0.25,0,0.5,0.5
10968,'2019/06/20 02:04:37:299',44,381,362,0.25,0,0.5,0.5
10969,'2019/06/20 02:04:37:321',44,383,361,0.25,0,0.5,0.5
10970,'2019/06/20 02:04:37:332',44,383,361,0.25,0,0.5,0.5
10971,'2019/06/20 02:04:37:348',44,383,361,0.25,0,0.5,0.5
10972,'2019/06/20 02:04:37:372',44,381,360,0.25,0,0.5,0.5
10973,'2019/06/20 02:04:37:382',44,381,360,0.25,0,0.5,0.5
10974,'2019/06/20 02:04:37:407',44,381,359,0.25,0,0.5,0.5
10975,'2019/06/20 02:04:37:415',44,381,359,0.25,0,0.5,0.5
10976,'2019/06/20 02:04:37:439',44,383,359,0.25,0,0.5,0.5
10977,'2019/06/20 02:04:37:448',44,383,359,0.25,0,0.5,0.5
10978,'2019/06/20 02:04:37:471',44,381,359,0.25,0,0.5,0.5
10979,'2019/06/20 02:04:37:482',44,381,359,0.25,0,0.5,0.5
10980,'2019/06/20 02:04:37:504',44,381,360,0.25,0,0.5,0.5
10981,'2019/06/20 02:04:37:515',44,381,360,0.25,0,0.5,0.5
10982,'2019/06/20 02:04:37:539',44,383,359,0.25,0,0.5,0.5
10983,'2019/06/20 02:04:37:549',44,383,359,0.25,0,0.5,0.5
10984,'2019/06/20 02:04:37:574',44,381,360,0.25,0,0.5,0.5
10985,'2019/06/20 02:04:37:582',44,381,360,0.25,0,0.5,0.5
10986,'2019/06/20 02:04:37:607',44,383,359,0.25,0,0.5,0.5
10987,'2019/06/20 02:04:37:622',44,382,358,0.25,0,0.5,0.5
10988,'2019/06/20 02:04:37:632',44,382,358,0.25,0,0.5,0.5
10989,'2019/06/20 02:04:37:654',44,379,359,0.25,0,0.5,0.5
10990,'2019/06/20 02:04:37:665',44,379,359,0.25,0,0.5,0.5
10991,'2019/06/20 02:04:37:689',44,379,359,0.25,0,0.5,0.5
10992,'2019/06/20 02:04:37:698',44,379,359,0.25,0,0.5,0.5
10993,'2019/06/20 02:04:37:722',44,381,359,0.25,0,0.5,0.5
10994,'2019/06/20 02:04:37:732',44,381,359,0.25,0,0.5,0.5
10995,'2019/06/20 02:04:37:748',44,381,359,0.25,0,0.5,0.5
10996,'2019/06/20 02:04:37:772',44,382,359,0.25,0,0.5,0.5
10997,'2019/06/20 02:04:37:782',44,382,359,0.25,0,0.5,0.5
10998,'2019/06/20 02:04:37:805',44,379,360,0.25,0,0.5,0.5
10999,'2019/06/20 02:04:37:815',44,379,360,0.25,0,0.5,0.5
11000,'2019/06/20 02:04:37:840',44,382,358,0.25,0,0.5,0.5
11001,'2019/06/20 02:04:37:849',44,382,358,0.25,0,0.5,0.5
11002,'2019/06/20 02:04:37:872',44,382,358,0.25,0,0.5,0.5
11003,'2019/06/20 02:04:37:882',44,382,358,0.25,0,0.5,0.5
11004,'2019/06/20 02:04:37:904',44,381,358,0.25,0,0.5,0.5
11005,'2019/06/20 02:04:37:915',44,381,358,0.25,0,0.5,0.5
11006,'2019/06/20 02:04:37:938',44,381,359,0.25,0,0.5,0.5
11007,'2019/06/20 02:04:37:949',44,381,359,0.25,0,0.5,0.5
11008,'2019/06/20 02:04:37:972',44,381,358,0.25,0,0.5,0.5
11009,'2019/06/20 02:04:37:989',44,379,358,0.25,0,0.5,0.5
11010,'2019/06/20 02:04:37:999',44,379,358,0.25,0,0.5,0.5
11011,'2019/06/20 02:04:38:015',44,379,358,0.25,0,0.5,0.5
11012,'2019/06/20 02:04:38:039',44,379,358,0.25,0,0.5,0.5
11013,'2019/06/20 02:04:38:054',44,381,356,0.25,0,0.5,0.5
11014,'2019/06/20 02:04:38:065',44,381,356,0.25,0,0.5,0.5
11015,'2019/06/20 02:04:38:089',44,380,355,0.25,0,0.5,0.5
11016,'2019/06/20 02:04:38:099',44,380,355,0.25,0,0.5,0.5
11017,'2019/06/20 02:04:38:122',44,381,355,0.25,0,0.5,0.5
11018,'2019/06/20 02:04:38:132',44,381,355,0.25,0,0.5,0.5
11019,'2019/06/20 02:04:38:148',44,381,355,0.25,0,0.5,0.5
11020,'2019/06/20 02:04:38:172',44,381,355,0.25,0,0.5,0.5
11021,'2019/06/20 02:04:38:182',44,381,355,0.25,0,0.5,0.5
11022,'2019/06/20 02:04:38:206',44,381,356,0.25,0,0.5,0.5
11023,'2019/06/20 02:04:38:216',44,381,356,0.25,0,0.5,0.5
11024,'2019/06/20 02:04:38:239',44,381,356,0.25,0,0.5,0.5
11025,'2019/06/20 02:04:38:249',44,381,356,0.25,0,0.5,0.5
11026,'2019/06/20 02:04:38:272',44,379,356,0.25,0,0.5,0.5
11027,'2019/06/20 02:04:38:282',44,379,356,0.25,0,0.5,0.5
11028,'2019/06/20 02:04:38:304',44,381,355,0.25,0,0.5,0.5
11029,'2019/06/20 02:04:38:315',44,381,355,0.25,0,0.5,0.5
11030,'2019/06/20 02:04:38:339',44,381,355,0.25,0,0.5,0.5
11031,'2019/06/20 02:04:38:349',44,381,355,0.25,0,0.5,0.5
11032,'2019/06/20 02:04:38:371',44,379,355,0.25,0,0.5,0.5
11033,'2019/06/20 02:04:38:382',44,379,355,0.25,0,0.5,0.5
11034,'2019/06/20 02:04:38:407',44,379,355,0.25,0,0.5,0.5
11035,'2019/06/20 02:04:38:415',44,379,355,0.25,0,0.5,0.5
11036,'2019/06/20 02:04:38:439',44,380,356,0.25,0,0.5,0.5
11037,'2019/06/20 02:04:38:454',44,381,355,0.25,0,0.5,0.5
11038,'2019/06/20 02:04:38:465',44,381,355,0.25,0,0.5,0.5
11039,'2019/06/20 02:04:38:489',44,381,355,0.25,0,0.5,0.5
11040,'2019/06/20 02:04:38:498',44,381,355,0.25,0,0.5,0.5
11041,'2019/06/20 02:04:38:515',44,381,355,0.25,0,0.5,0.5
11042,'2019/06/20 02:04:38:539',44,381,355,0.25,0,0.5,0.5
11043,'2019/06/20 02:04:38:549',44,381,355,0.25,0,0.5,0.5
11044,'2019/06/20 02:04:38:572',44,382,355,0.25,0,0.5,0.5
11045,'2019/06/20 02:04:38:582',44,382,355,0.25,0,0.5,0.5
11046,'2019/06/20 02:04:38:607',44,382,355,0.25,0,0.5,0.5
11047,'2019/06/20 02:04:38:615',44,382,355,0.25,0,0.5,0.5
11048,'2019/06/20 02:04:38:638',44,379,357,0.25,0,0.5,0.5
11049,'2019/06/20 02:04:38:649',44,379,357,0.25,0,0.5,0.5
11050,'2019/06/20 02:04:38:672',44,381,358,0.25,0,0.5,0.5
11051,'2019/06/20 02:04:38:682',44,381,358,0.25,0,0.5,0.5
11052,'2019/06/20 02:04:38:705',44,378,359,0.25,0,0.5,0.5
11053,'2019/06/20 02:04:38:715',44,378,359,0.25,0,0.5,0.5
11054,'2019/06/20 02:04:38:739',44,382,357,0.25,0,0.5,0.5
11055,'2019/06/20 02:04:38:749',44,382,357,0.25,0,0.5,0.5
11056,'2019/06/20 02:04:38:774',44,382,357,0.25,0,0.5,0.5
11057,'2019/06/20 02:04:38:789',44,381,357,0.25,0,0.5,0.5
11058,'2019/06/20 02:04:38:798',44,381,357,0.25,0,0.5,0.5
11059,'2019/06/20 02:04:38:815',44,381,357,0.25,0,0.5,0.5
11060,'2019/06/20 02:04:38:839',44,382,356,0.25,0,0.5,0.5
11061,'2019/06/20 02:04:38:854',44,379,358,0.25,0,0.5,0.5
11062,'2019/06/20 02:04:38:865',44,379,358,0.25,0,0.5,0.5
11063,'2019/06/20 02:04:38:889',44,378,359,0.25,0,0.5,0.5
11064,'2019/06/20 02:04:38:899',44,378,359,0.25,0,0.5,0.5
11065,'2019/06/20 02:04:38:915',44,378,359,0.25,0,0.5,0.5
11066,'2019/06/20 02:04:38:939',44,382,359,0.25,0,0.5,0.5
11067,'2019/06/20 02:04:38:949',44,382,359,0.25,0,0.5,0.5
11068,'2019/06/20 02:04:38:971',44,381,359,0.25,0,0.5,0.5
11069,'2019/06/20 02:04:38:982',44,381,359,0.25,0,0.5,0.5
11070,'2019/06/20 02:04:39:006',44,379,361,0.25,0,0.5,0.5
11071,'2019/06/20 02:04:39:017',44,379,361,0.25,0,0.5,0.5
11072,'2019/06/20 02:04:39:039',44,378,361,0.25,0,0.5,0.5
11073,'2019/06/20 02:04:39:049',44,378,361,0.25,0,0.5,0.5
11074,'2019/06/20 02:04:39:072',44,379,361,0.25,0,0.5,0.5
11075,'2019/06/20 02:04:39:082',44,379,361,0.25,0,0.5,0.5
11076,'2019/06/20 02:04:39:105',44,381,360,0.25,0,0.5,0.5
11077,'2019/06/20 02:04:39:115',44,381,360,0.25,0,0.5,0.5
11078,'2019/06/20 02:04:39:139',44,379,361,0.25,0,0.5,0.5
11079,'2019/06/20 02:04:39:149',44,379,361,0.25,0,0.5,0.5
11080,'2019/06/20 02:04:39:171',44,380,361,0.25,0,0.5,0.5
11081,'2019/06/20 02:04:39:182',44,380,361,0.25,0,0.5,0.5
11082,'2019/06/20 02:04:39:205',44,382,361,0.25,0,0.5,0.5
11083,'2019/06/20 02:04:39:215',44,382,361,0.25,0,0.5,0.5
11084,'2019/06/20 02:04:39:239',44,382,362,0.25,0,0.5,0.5
11085,'2019/06/20 02:04:39:256',44,379,364,0.25,0,0.5,0.5
11086,'2019/06/20 02:04:39:266',44,379,364,0.25,0,0.5,0.5
11087,'2019/06/20 02:04:39:289',44,384,363,0.25,0,0.5,0.5
11088,'2019/06/20 02:04:39:299',44,384,363,0.25,0,0.5,0.5
11089,'2019/06/20 02:04:39:315',44,384,363,0.25,0,0.5,0.5
11090,'2019/06/20 02:04:39:339',44,382,364,0.25,0,0.5,0.5
11091,'2019/06/20 02:04:39:349',44,382,364,0.25,0,0.5,0.5
11092,'2019/06/20 02:04:39:372',44,382,364,0.25,0,0.5,0.5
11093,'2019/06/20 02:04:39:382',44,382,364,0.25,0,0.5,0.5
11094,'2019/06/20 02:04:39:407',44,384,364,0.25,0,0.5,0.5
11095,'2019/06/20 02:04:39:416',44,384,364,0.25,0,0.5,0.5
11096,'2019/06/20 02:04:39:439',44,381,365,0.25,0,0.5,0.5
11097,'2019/06/20 02:04:39:449',44,381,365,0.25,0,0.5,0.5
11098,'2019/06/20 02:04:39:473',44,383,364,0.25,0,0.5,0.5
11099,'2019/06/20 02:04:39:482',44,383,364,0.25,0,0.5,0.5
11100,'2019/06/20 02:04:39:505',44,383,363,0.25,0,0.5,0.5
11101,'2019/06/20 02:04:39:515',44,383,363,0.25,0,0.5,0.5
11102,'2019/06/20 02:04:39:539',44,380,364,0.25,0,0.5,0.5
11103,'2019/06/20 02:04:39:549',44,380,364,0.25,0,0.5,0.5
11104,'2019/06/20 02:04:39:572',44,383,363,0.25,0,0.5,0.5
11105,'2019/06/20 02:04:39:582',44,383,363,0.25,0,0.5,0.5
11106,'2019/06/20 02:04:39:607',44,379,365,0.25,0,0.5,0.5
11107,'2019/06/20 02:04:39:615',44,379,365,0.25,0,0.5,0.5
11108,'2019/06/20 02:04:39:639',44,381,365,0.25,0,0.5,0.5
11109,'2019/06/20 02:04:39:654',44,382,364,0.25,0,0.5,0.5
11110,'2019/06/20 02:04:39:665',44,382,364,0.25,0,0.5,0.5
11111,'2019/06/20 02:04:39:682',44,382,364,0.25,0,0.5,0.5
11112,'2019/06/20 02:04:39:706',44,381,364,0.25,0,0.5,0.5
11113,'2019/06/20 02:04:39:716',44,381,364,0.25,0,0.5,0.5
11114,'2019/06/20 02:04:39:739',44,381,364,0.25,0,0.5,0.5
11115,'2019/06/20 02:04:39:749',44,381,364,0.25,0,0.5,0.5
11116,'2019/06/20 02:04:39:773',44,379,364,0.25,0,0.5,0.5
11117,'2019/06/20 02:04:39:782',44,379,364,0.25,0,0.5,0.5
11118,'2019/06/20 02:04:39:806',44,379,364,0.25,0,0.5,0.5
11119,'2019/06/20 02:04:39:816',44,379,364,0.25,0,0.5,0.5
11120,'2019/06/20 02:04:39:839',44,383,363,0.25,0,0.5,0.5
11121,'2019/06/20 02:04:39:849',44,383,363,0.25,0,0.5,0.5
11122,'2019/06/20 02:04:39:872',44,382,363,0.25,0,0.5,0.5
11123,'2019/06/20 02:04:39:882',44,382,363,0.25,0,0.5,0.5
11124,'2019/06/20 02:04:39:905',44,379,364,0.25,0,0.5,0.5
11125,'2019/06/20 02:04:39:915',44,379,364,0.25,0,0.5,0.5
11126,'2019/06/20 02:04:39:939',44,382,362,0.25,0,0.5,0.5
11127,'2019/06/20 02:04:39:949',44,382,362,0.25,0,0.5,0.5
11128,'2019/06/20 02:04:39:973',44,382,362,0.25,0,0.5,0.5
11129,'2019/06/20 02:04:39:982',44,382,362,0.25,0,0.5,0.5
11130,'2019/06/20 02:04:40:007',44,378,362,0.25,0,0.5,0.5
11131,'2019/06/20 02:04:40:015',44,378,362,0.25,0,0.5,0.5
11132,'2019/06/20 02:04:50:207',45,379,233,0.5,0,0.5,0.5
11133,'2019/06/20 02:04:50:224',45,381,233,0.5,0,0.5,0.5
11134,'2019/06/20 02:04:50:233',45,381,233,0.5,0,0.5,0.5
11135,'2019/06/20 02:04:50:257',45,384,232,0.5,0,0.5,0.5
11136,'2019/06/20 02:04:50:267',45,384,232,0.5,0,0.5,0.5
11137,'2019/06/20 02:04:50:290',45,382,231,0.5,0,0.5,0.5
11138,'2019/06/20 02:04:50:300',45,382,231,0.5,0,0.5,0.5
11139,'2019/06/20 02:04:50:324',45,380,230,0.5,0,0.5,0.5
11140,'2019/06/20 02:04:50:333',45,380,230,0.5,0,0.5,0.5
11141,'2019/06/20 02:04:50:357',45,381,230,0.5,0,0.5,0.5
11142,'2019/06/20 02:04:50:367',45,381,230,0.5,0,0.5,0.5
11143,'2019/06/20 02:04:50:389',45,384,230,0.5,0,0.5,0.5
11144,'2019/06/20 02:04:50:400',45,384,230,0.5,0,0.5,0.5
11145,'2019/06/20 02:04:50:416',45,384,230,0.5,0,0.5,0.5
11146,'2019/06/20 02:04:50:440',45,380,231,0.5,0,0.5,0.5
11147,'2019/06/20 02:04:50:450',45,380,231,0.5,0,0.5,0.5
11148,'2019/06/20 02:04:50:474',45,380,231,0.5,0,0.5,0.5
11149,'2019/06/20 02:04:50:484',45,380,231,0.5,0,0.5,0.5
11150,'2019/06/20 02:04:50:507',45,385,230,0.5,0,0.5,0.5
11151,'2019/06/20 02:04:50:516',45,385,230,0.5,0,0.5,0.5
11152,'2019/06/20 02:04:50:540',45,380,230,0.5,0,0.5,0.5
11153,'2019/06/20 02:04:50:549',45,380,230,0.5,0,0.5,0.5
11154,'2019/06/20 02:04:50:573',45,379,230,0.5,0,0.5,0.5
11155,'2019/06/20 02:04:50:583',45,379,230,0.5,0,0.5,0.5
11156,'2019/06/20 02:04:50:599',45,379,230,0.5,0,0.5,0.5
11157,'2019/06/20 02:04:50:623',45,382,230,0.5,0,0.5,0.5
11158,'2019/06/20 02:04:50:633',45,382,230,0.5,0,0.5,0.5
11159,'2019/06/20 02:04:50:657',45,385,230,0.5,0,0.5,0.5
11160,'2019/06/20 02:04:50:666',45,385,230,0.5,0,0.5,0.5
11161,'2019/06/20 02:04:50:690',45,385,230,0.5,0,0.5,0.5
11162,'2019/06/20 02:04:50:700',45,385,230,0.5,0,0.5,0.5
11163,'2019/06/20 02:04:50:723',45,384,230,0.5,0,0.5,0.5
11164,'2019/06/20 02:04:50:734',45,384,230,0.5,0,0.5,0.5
11165,'2019/06/20 02:04:50:757',45,381,230,0.5,0,0.5,0.5
11166,'2019/06/20 02:04:50:766',45,381,230,0.5,0,0.5,0.5
11167,'2019/06/20 02:04:50:791',45,378,231,0.5,0,0.5,0.5
11168,'2019/06/20 02:04:50:800',45,378,231,0.5,0,0.5,0.5
11169,'2019/06/20 02:04:50:816',45,378,231,0.5,0,0.5,0.5
11170,'2019/06/20 02:04:50:840',45,380,230,0.5,0,0.5,0.5
11171,'2019/06/20 02:04:50:850',45,380,230,0.5,0,0.5,0.5
11172,'2019/06/20 02:04:50:873',45,379,231,0.5,0,0.5,0.5
11173,'2019/06/20 02:04:50:883',45,379,231,0.5,0,0.5,0.5
11174,'2019/06/20 02:04:50:907',45,380,232,0.5,0,0.5,0.5
11175,'2019/06/20 02:04:50:917',45,380,232,0.5,0,0.5,0.5
11176,'2019/06/20 02:04:50:940',45,380,233,0.5,0,0.5,0.5
11177,'2019/06/20 02:04:50:950',45,380,233,0.5,0,0.5,0.5
11178,'2019/06/20 02:04:50:966',45,380,233,0.5,0,0.5,0.5
11179,'2019/06/20 02:04:50:989',45,380,233,0.5,0,0.5,0.5
11180,'2019/06/20 02:04:51:000',45,380,233,0.5,0,0.5,0.5
11181,'2019/06/20 02:04:51:024',45,386,231,0.5,0,0.5,0.5
11182,'2019/06/20 02:04:51:038',45,386,231,0.5,0,0.5,0.5
11183,'2019/06/20 02:04:51:057',45,378,232,0.5,0,0.5,0.5
11184,'2019/06/20 02:04:51:070',45,378,232,0.5,0,0.5,0.5
11185,'2019/06/20 02:04:51:090',45,382,232,0.5,0,0.5,0.5
11186,'2019/06/20 02:04:51:104',45,382,232,0.5,0,0.5,0.5
11187,'2019/06/20 02:04:51:123',45,380,233,0.5,0,0.5,0.5
11188,'2019/06/20 02:04:51:133',45,380,233,0.5,0,0.5,0.5
11189,'2019/06/20 02:04:51:157',45,380,234,0.5,0,0.5,0.5
11190,'2019/06/20 02:04:51:167',45,380,234,0.5,0,0.5,0.5
11191,'2019/06/20 02:04:51:189',45,383,235,0.5,0,0.5,0.5
11192,'2019/06/20 02:04:51:200',45,383,235,0.5,0,0.5,0.5
11193,'2019/06/20 02:04:51:216',45,383,235,0.5,0,0.5,0.5
11194,'2019/06/20 02:04:51:240',45,380,236,0.5,0,0.5,0.5
11195,'2019/06/20 02:04:51:250',45,380,236,0.5,0,0.5,0.5
11196,'2019/06/20 02:04:51:273',45,382,236,0.5,0,0.5,0.5
11197,'2019/06/20 02:04:51:283',45,382,236,0.5,0,0.5,0.5
11198,'2019/06/20 02:04:51:307',45,377,237,0.5,0,0.5,0.5
11199,'2019/06/20 02:04:51:316',45,377,237,0.5,0,0.5,0.5
11200,'2019/06/20 02:04:51:339',45,378,237,0.5,0,0.5,0.5
11201,'2019/06/20 02:04:51:349',45,378,237,0.5,0,0.5,0.5
11202,'2019/06/20 02:04:51:366',45,378,237,0.5,0,0.5,0.5
11203,'2019/06/20 02:04:51:389',45,378,238,0.5,0,0.5,0.5
11204,'2019/06/20 02:04:51:400',45,378,238,0.5,0,0.5,0.5
11205,'2019/06/20 02:04:51:423',45,378,239,0.5,0,0.5,0.5
11206,'2019/06/20 02:04:51:433',45,378,239,0.5,0,0.5,0.5
11207,'2019/06/20 02:04:51:457',45,380,239,0.5,0,0.5,0.5
11208,'2019/06/20 02:04:51:467',45,380,239,0.5,0,0.5,0.5
11209,'2019/06/20 02:04:51:491',45,380,239,0.5,0,0.5,0.5
11210,'2019/06/20 02:04:51:500',45,380,239,0.5,0,0.5,0.5
11211,'2019/06/20 02:04:51:523',45,382,239,0.5,0,0.5,0.5
11212,'2019/06/20 02:04:51:533',45,382,239,0.5,0,0.5,0.5
11213,'2019/06/20 02:04:51:557',45,377,240,0.5,0,0.5,0.5
11214,'2019/06/20 02:04:51:566',45,377,240,0.5,0,0.5,0.5
11215,'2019/06/20 02:04:51:590',45,379,240,0.5,0,0.5,0.5
11216,'2019/06/20 02:04:51:600',45,379,240,0.5,0,0.5,0.5
11217,'2019/06/20 02:04:51:623',45,380,240,0.5,0,0.5,0.5
11218,'2019/06/20 02:04:51:634',45,380,240,0.5,0,0.5,0.5
11219,'2019/06/20 02:04:51:650',45,380,240,0.5,0,0.5,0.5
11220,'2019/06/20 02:04:51:673',45,380,241,0.5,0,0.5,0.5
11221,'2019/06/20 02:04:51:683',45,380,241,0.5,0,0.5,0.5
11222,'2019/06/20 02:04:51:706',45,380,240,0.5,0,0.5,0.5
11223,'2019/06/20 02:04:51:716',45,380,240,0.5,0,0.5,0.5
11224,'2019/06/20 02:04:51:740',45,381,240,0.5,0,0.5,0.5
11225,'2019/06/20 02:04:51:750',45,381,240,0.5,0,0.5,0.5
11226,'2019/06/20 02:04:51:766',45,381,240,0.5,0,0.5,0.5
11227,'2019/06/20 02:04:51:790',45,379,240,0.5,0,0.5,0.5
11228,'2019/06/20 02:04:51:799',45,379,240,0.5,0,0.5,0.5
11229,'2019/06/20 02:04:51:823',45,379,240,0.5,0,0.5,0.5
11230,'2019/06/20 02:04:51:833',45,379,240,0.5,0,0.5,0.5
11231,'2019/06/20 02:04:51:856',45,378,241,0.5,0,0.5,0.5
11232,'2019/06/20 02:04:51:867',45,378,241,0.5,0,0.5,0.5
11233,'2019/06/20 02:04:51:889',45,378,241,0.5,0,0.5,0.5
11234,'2019/06/20 02:04:51:900',45,378,241,0.5,0,0.5,0.5
11235,'2019/06/20 02:04:51:923',45,380,241,0.5,0,0.5,0.5
11236,'2019/06/20 02:04:51:933',45,380,241,0.5,0,0.5,0.5
11237,'2019/06/20 02:04:51:956',45,378,240,0.5,0,0.5,0.5
11238,'2019/06/20 02:04:51:966',45,378,240,0.5,0,0.5,0.5
11239,'2019/06/20 02:04:51:990',45,376,240,0.5,0,0.5,0.5
11240,'2019/06/20 02:04:52:000',45,376,240,0.5,0,0.5,0.5
11241,'2019/06/20 02:04:52:016',45,376,240,0.5,0,0.5,0.5
11242,'2019/06/20 02:04:52:039',45,378,239,0.5,0,0.5,0.5
11243,'2019/06/20 02:04:52:050',45,378,239,0.5,0,0.5,0.5
11244,'2019/06/20 02:04:52:073',45,380,239,0.5,0,0.5,0.5
11245,'2019/06/20 02:04:52:083',45,380,239,0.5,0,0.5,0.5
11246,'2019/06/20 02:04:52:107',45,378,239,0.5,0,0.5,0.5
11247,'2019/06/20 02:04:52:116',45,378,239,0.5,0,0.5,0.5
11248,'2019/06/20 02:04:52:133',45,378,239,0.5,0,0.5,0.5
11249,'2019/06/20 02:04:52:157',45,378,238,0.5,0,0.5,0.5
11250,'2019/06/20 02:04:52:166',45,378,238,0.5,0,0.5,0.5
11251,'2019/06/20 02:04:52:191',45,377,237,0.5,0,0.5,0.5
11252,'2019/06/20 02:04:52:200',45,377,237,0.5,0,0.5,0.5
11253,'2019/06/20 02:04:52:224',45,378,236,0.5,0,0.5,0.5
11254,'2019/06/20 02:04:52:233',45,378,236,0.5,0,0.5,0.5
11255,'2019/06/20 02:04:52:257',45,381,235,0.5,0,0.5,0.5
11256,'2019/06/20 02:04:52:266',45,381,235,0.5,0,0.5,0.5
11257,'2019/06/20 02:04:52:290',45,374,236,0.5,0,0.5,0.5
11258,'2019/06/20 02:04:52:300',45,374,236,0.5,0,0.5,0.5
11259,'2019/06/20 02:04:52:324',45,377,236,0.5,0,0.5,0.5
11260,'2019/06/20 02:04:52:333',45,377,236,0.5,0,0.5,0.5
11261,'2019/06/20 02:04:52:356',45,379,236,0.5,0,0.5,0.5
